address,caen,caen_label,city,county,cui,email,email_source,email_valid,industry,name,phone,phone_source,phone_valid,sector,source,website,website_valid
,0111,producatori_cereale,ORAS COSTESTI,ARGES,9890,alexandruaguta@gmail.com,,1,,AVE AGROSILV 2001 SRL,+40745149106,,1,,master_romania,,0
,0111,producatori_cereale,MUNICIPIUL ORADEA,BIHOR,11385,office@romcom.ro,website,1,,AGRO EGAL S.R.L.,+40728310933,,1,,master_romania,,0
,0111,producatori_cereale,TRAIAN,BRAILA,13367,continvestsrl@yahoo.com,,1,,Trans Agrimad SRL,+40720300465,,1,,master_romania,,0
,0111,producatori_cereale,ORAS PREDEAL,BRASOV,302050049,vanzari@hotelcarmenpredeal.ro,website,1,,Carmen-Ana International SRL,+40268456517,,1,,master_romania,,0
,0111,producatori_cereale,MUNICIPIUL BUCURESTI,BUCURESTI,9299,mopan@yahoo.com,,1,,Ancip Invest,+40740314461,,1,,master_romania,,0
,0111,producatori_cereale,STEFAN VODA,CALARASI,122288,eco_rural_construct@yahoo.com,,1,,ECO RURAL CONSTRUCT SRL,+40722366084,,1,,master_romania,,0
,0111,producatori_cereale,CUZA VODA,CALARASI,122287,smvet_serv@yahoo.com,,1,,SMVET SERV SRL,+40721791736,,1,,master_romania,,0
,0111,producatori_cereale,MUNICIPIUL CONSTANTA,CONSTANTA,10125,orezeanualexandru@yahoo.com,,1,,LEX PRETORY S.R.L.,+40724209447,,1,,master_romania,,0
,0111,producatori_cereale,GIURGITA,DOLJ,11083,sed_05@yahoo.com,,1,,SED IMPEX SRL,+40251357009,,1,,master_romania,,0
,0111,producatori_cereale,MUNICIPIUL CRAIOVA,DOLJ,76699,triumviricomex@yahoo.com,,1,,TRIUMVIRI COMEX S.R.L.,+40251587217,,1,,master_romania,,0
,0111,producatori_cereale,ORAS GATAIA,TIMIS,8488,maxagro@yahoo.com,,1,,MAXAGRO SRL,+40730526706,,1,,master_romania,,0
,0111,producatori_cereale,MUNICIPIUL FOCSANI,VRANCEA,10674,,,0,,SALF S.A.,+40745305505,,1,,master_romania,,0
,0113,producatori_legume,SINCA,BRASOV,122840,cbalea@yahoo.com,,1,,ACROS SARA FARM SRL,+40749673258,,1,,master_romania,,0
,0113,producatori_legume,SINCA,BRASOV,122844,milamihproutilaj@gmail.com,,1,,MILAMIH PROUTILAJ SRL,+40722350037,,1,,master_romania,,0
,0113,producatori_legume,MUNICIPIUL DRAGASANI,VALCEA,6485,marsrldragasani@yahoo.com,,1,,MAR,+40724540258,,1,,master_romania,,0
,4621,comercianti_cereale,,,16686704,,,0,,2G AGRO MANAGEMENT SRL,+40746184698,,1,,master_romania,,0
,4621,comercianti_cereale,,,33620661,,,0,,7 SILO AGRAR SRL,+40745266145,,1,,master_romania,,0
,4621,comercianti_cereale,,,16254056,,,0,,A & B INSTAL SRL,+40723615315,,1,,master_romania,,0
,4621,comercianti_cereale,,,30614568,,,0,,ACATRINEI MIRCEA INTREPRINDERE INDIVIDUALA,+40766726762,,1,,master_romania,,0
,4621,comercianti_cereale,,,44408037,,,0,,AC BUSINESS FURAJE S.R.L.,+40745078346,,1,,master_romania,,0
,4621,comercianti_cereale,,,27133335,,,0,,ACCES ABSOLUT SRL,+40723423124,,1,,master_romania,,0
,4621,comercianti_cereale,,,22166447,,,0,,ACSZR GRUP SRL,+40233741427,,1,,master_romania,,0
,4621,comercianti_cereale,,,30761089,,,0,,ACTIV BUNKER OIL SRL,+40746218732,,1,,master_romania,,0
,4621,comercianti_cereale,,,33997000,,,0,,ACTIV MEDIA EVENTS S.R.L.,+40768170600,,1,,master_romania,,0
,4621,comercianti_cereale,,,32282449,,,0,,ADAM C.I. MARIA INTREPRINDERE INDIVIDUALA,+40765005050,,1,,master_romania,,0
,4621,comercianti_cereale,,,42375685,,,0,,ADASCALITII ADRIAN INTREPRINDERE INDIVIDUALA,+40787659723,,1,,master_romania,,0
,4621,comercianti_cereale,,,30297702,,,0,,ADELINA GRAIN SRL,+40730191205,,1,,master_romania,,0
,4621,comercianti_cereale,,,15989238,,,0,,ADEV OIL SRL,+40241512099,,1,,master_romania,,0
,4621,comercianti_cereale,,,28063815,,,0,,ADIADA INVEST S.R.L.,+40729446829,,1,,master_romania,,0
,4621,comercianti_cereale,,,23766601,,,0,,ADINE COM-IMPEX SRL,+40751597781,,1,,master_romania,,0
,4621,comercianti_cereale,,,16410279,,,0,,ADMI IMPEX SRL,+40250717270,,1,,master_romania,,0
,4621,comercianti_cereale,,,34724024,,,0,,ADRIAN & ELENA GBC  SRL,+40724638630,,1,,master_romania,,0
,4621,comercianti_cereale,,,30905869,,,0,,ADRIAN MADALIN COMPANY SRL,+40762366955,,1,,master_romania,,0
,4621,comercianti_cereale,,,23707206,,,0,,ADRIANSEN S.R.L.,+40723056869,,1,,master_romania,,0
,4621,comercianti_cereale,,,28224016,,,0,,ADS ALEXDARI EXPORT IMPORT SRL,+40769170274,,1,,master_romania,,0
,4621,comercianti_cereale,,,44548022,,,0,,AEGIS AGRITRADE S.R.L.,+40741091591,,1,,master_romania,,0
,4621,comercianti_cereale,,,50374826,,,0,,AEMME S.R.L.,,,0,,master_romania,,0
,4621,comercianti_cereale,,,28154093,,,0,,AGER FIRST SRL,+40732623701,,1,,master_romania,,0
,4621,comercianti_cereale,,,18120573,,,0,,AGORA AGROPARTNER SRL,,,0,,master_romania,,0
,4621,comercianti_cereale,,,16674998,,,0,,AGORA METAL SRL,+40232274602,,1,,master_romania,,0
,4621,comercianti_cereale,,,15915265,,,0,,A.G. PAN COMPANY SRL,+40213214107,,1,,master_romania,,0
,4621,comercianti_cereale,,,25447900,,,0,,AGRAR ES KERESKEDELMI S.R.L.,,,0,,master_romania,,0
,4621,comercianti_cereale,,,18320253,,,0,,AGRAR IMPEX 2005 S.R.L.,+40723949996,,1,,master_romania,,0
,4621,comercianti_cereale,,,28297727,,,0,,AGRAR LAND FORTUNA SRL,+40747886567,,1,,master_romania,,0
,4621,comercianti_cereale,,,18310225,,,0,,AGRES COM SRL,+40722286776,,1,,master_romania,,0
,4621,comercianti_cereale,,,23154033,,,0,,AGRICOLA BI-WEST 2008 SRL,+40721428656,,1,,master_romania,,0
,4621,comercianti_cereale,,,47880033,,,0,,AGRICOLA CUBLESANA COOPERATIVA AGRICOLA,+40751260639,,1,,master_romania,,0
,4621,comercianti_cereale,,,45385470,,,0,,AGRICOLA DOAGA COOPERATIVA AGRICOLA,,,0,,master_romania,,0
,4621,comercianti_cereale,,,36503160,,,0,,AGRICOLA GRAIN-EXPRESS SRL,+40741621588,,1,,master_romania,,0
,4621,comercianti_cereale,,,26158269,,,0,,AGRICOLA PLOPENI IMPROVEMENT SRL,+40730050065,,1,,master_romania,,0
,4621,comercianti_cereale,,,48419152,,,0,,AGRICOLA RACATAU COOPERATIVA AGRICOLA,+40748605969,,1,,master_romania,,0
,4621,comercianti_cereale,,,28700250,,,0,,AGRICOLARALU SRL,+40746679870,,1,,master_romania,,0
,4621,comercianti_cereale,,,46103012,,,0,,AGRICOLA SALLDOC COOPERATIVA AGRICOLA,+40756960032,,1,,master_romania,,0
,4621,comercianti_cereale,,,44340241,,,0,,AGRICOLA SAN BERNARDO S.R.L.,+40759547556,,1,,master_romania,,0
,4621,comercianti_cereale,,,26076150,,,0,,AGRICOL EUROSTAR G & G SRL,+40766919191,,1,,master_romania,,0
,4621,comercianti_cereale,,,25727463,,,0,,AGRICOL MULTISEM S.R.L.,+40724750798,,1,,master_romania,,0
,4621,comercianti_cereale,,,25217014,,,0,,AGRI COMMODITIES SRL,+40723308514,,1,,master_romania,,0
,4621,comercianti_cereale,,,45612840,,,0,,AGRI COMPOUND S.R.L.,+40752984280,,1,,master_romania,,0
,4621,comercianti_cereale,,,2653286,,,0,,AGRICOM S.R.L.,+40243232091,,1,,master_romania,,0
,4621,comercianti_cereale,,,16882310,,,0,,AGRICO-RIBACOM S.R.L.,+40744554565,,1,,master_romania,,0
,4621,comercianti_cereale,,,23368746,,,0,,AGRICOR PREST SRL,+40742960084,,1,,master_romania,,0
,4621,comercianti_cereale,,,48600794,,,0,,AGRICULTORII DUNARENI COOPERATIVA AGRICOLA,+40747013807,,1,,master_romania,,0
,4621,comercianti_cereale,,,29777960,,,0,,AGRIDEP CEREAL TRANS SRL,+40723740166,,1,,master_romania,,0
,4621,comercianti_cereale,,,26018990,,,0,,AGRIFIELD SRL,+40754942678,,1,,master_romania,,0
Haderslevvej 117,4621,comercianti_cereale,,,19000044,,,0,Autoreparationsværksteder mv.,AGRIGAMA PLANT SRL,+40723002618,,1,Autoreparationsværksteder mv.,master_romania,,0
,4621,comercianti_cereale,,,21351209,,,0,,AGRI GESTIONI SRL,+40256494043,,1,,master_romania,,0
,4621,comercianti_cereale,,,29195466,,,0,,AGRIJOLDES SRL,+40745200903,,1,,master_romania,,0
,4621,comercianti_cereale,,,46765141,,,0,,AGRILIA EXPRES S.R.L.,+40755488902,,1,,master_romania,,0
,4621,comercianti_cereale,,,24062515,,,0,,AGRIMAR ALEMAR SRL,+40723539699,,1,,master_romania,,0
,4621,comercianti_cereale,,,3084260,,,0,,AGRIMDOR SRL,+40744396757,,1,,master_romania,,0
,4621,comercianti_cereale,,,46407690,,,0,,AGRIMOC GROUP S.R.L.,+40758804185,,1,,master_romania,,0
,4621,comercianti_cereale,,,23266460,,,0,,AGRINATURA SERV SRL,+40247314772,,1,,master_romania,,0
,4621,comercianti_cereale,,,28716000,,,0,,AGRI POINT INTERNATIONAL SRL,+40213140710,,1,,master_romania,,0
,4621,comercianti_cereale,,,42253025,,,0,,AGRIPROD SUD MUNTENIA COOPERATIVA AGRICOLA,+40726313203,,1,,master_romania,,0
,4621,comercianti_cereale,,,16748254,,,0,,AGRIPROGRES SRL,+40239686304,,1,,master_romania,,0
,4621,comercianti_cereale,,,34137755,,,0,,AGRISCHIM NUTRISEM SRL,+40730541199,,1,,master_romania,,0
,4621,comercianti_cereale,,,29015301,,,0,,AGRISEM NORD VEST S.R.L.,+40748459848,,1,,master_romania,,0
,4621,comercianti_cereale,,,24178987,,,0,,AGRISTAN SRL,+40725613245,,1,,master_romania,,0
,4621,comercianti_cereale,,,30500377,,,0,,AGRISTEF INTERNATIONAL SRL,+40749936882,,1,,master_romania,,0
,4621,comercianti_cereale,,,26913057,,,0,,AGRI-TEK SLAV S.R.L.,+40723579690,,1,,master_romania,,0
,4621,comercianti_cereale,,,52596390,,,0,,AGRITUDOR S.R.L.,+40730631594,,1,,master_romania,,0
,4621,comercianti_cereale,,,34788338,,,0,,AGRIVENTURE REVIRIMENT SRL,+40747089362,,1,,master_romania,,0
Sousedská 847,4621,comercianti_cereale,,,26327449,,,0,145,AGRIVO D.M.M. SRL,+40744362700,,1,145,master_romania,,0
,4621,comercianti_cereale,,,51824511,,,0,,AGRIZOO BEL COOPERATIVA AGRICOLA,+40751460984,,1,,master_romania,,0
,4621,comercianti_cereale,,,37396169,,,0,,AGRO 888 VICTORIA SRL,+40257474762,,1,,master_romania,,0
,4621,comercianti_cereale,,,32211740,,,0,,AGRO ACTIV CEREAL SRL,+40769620198,,1,,master_romania,,0
,4621,comercianti_cereale,,,5146709,,,0,,AGRO AGENTUR SRL,,,0,,master_romania,,0
,4621,comercianti_cereale,,,27769104,,,0,,AGROAKIKA 2010 SRL,+40747970111,,1,,master_romania,,0
,4621,comercianti_cereale,,,27984676,,,0,,AGRO-BADIS SRL,+40721247663,,1,,master_romania,,0
,4621,comercianti_cereale,,,28794149,,,0,,AGROBAL INTERNATIONAL SRL,+40727302310,,1,,master_romania,,0
Slavkovská 36,4621,comercianti_cereale,,,10930183,,,0,101,AGROBARAGANUL SRL,+40730080076,,1,101,master_romania,,0
,4621,comercianti_cereale,,,17961438,,,0,,AGROBET SRL,+40259418219,,1,,master_romania,,0
,4621,comercianti_cereale,,,14672648,,,0,,AGROBIOTIC SRL,+40721335707,,1,,master_romania,,0
,4621,comercianti_cereale,,,23975837,,,0,,AGROBOB SRL,+40743701825,,1,,master_romania,,0
,4621,comercianti_cereale,,,23669790,,,0,,AGRO BOGDAN SRL,+40722880407,,1,,master_romania,,0
"JUD. TELEORMAN, MUN. ALEXANDRIA, STR. LIBERTATII, NR.458 BIS",4621,comercianti_cereale,,,26052887,,,0,,AGROBOIAN COOPERATIVA AGRICOLA,+40722414152,,1,,master_romania,,0
,4621,comercianti_cereale,,,31716060,,,0,,AGROBOLT SRL,+40359887519,,1,,master_romania,,0
,4621,comercianti_cereale,,,24703920,,,0,,AGRO CARGO 2000 SRL,+40721428656,,1,,master_romania,,0
,4621,comercianti_cereale,,,27511066,,,0,,AGROCEREAL BENEFIC SRL,+40720929391,,1,,master_romania,,0
,4621,comercianti_cereale,,,24026156,,,0,,AGROCER IMPORT EXPORT SRL,+40236493448,,1,,master_romania,,0
,4621,comercianti_cereale,,,52605471,,,0,,AGRO CERNAV S.R.L.,+40732405091,,1,,master_romania,,0
Komenského 654,4621,comercianti_cereale,,,28439830,,,0,101,AGROCERT COMERT SRL,+40769230777,,1,101,master_romania,,0
,4621,comercianti_cereale,,,27185377,,,0,,AGROCHIM ACTIV SRL,+40722519836,,1,,master_romania,,0
,4621,comercianti_cereale,,,45249126,,,0,,AGRO CHIRANA COOPERATIVA AGRICOLA,+40727888038,,1,,master_romania,,0
,4621,comercianti_cereale,,,28465294,,,0,,AGRO CONSTRUCT MYDANA SRL,+40728296251,,1,,master_romania,,0
,4621,comercianti_cereale,,,44894280,,,0,,AGROCOOP GIRBOVI COOPERATIVA AGRICOLA,+40722558849,,1,,master_romania,,0
"Şos. Olteniţei, Nr. 247",4621,comercianti_cereale,,,30636930,,,0,,AGROCOOP ULMENI  COOPERATIVA AGRICOLA,+40242523300,,1,,master_romania,,0
,4621,comercianti_cereale,,,17758884,,,0,,AGROCRIS-GIA S.R.L.,,,0,,master_romania,,0
,4621,comercianti_cereale,,,26285203,,,0,,AGRO CRISS EXPEDITION SRL,+40722260240,,1,,master_romania,,0
16,4621,comercianti_cereale,,,27044297,,,0,706,AGRODEPOSIT 2010 S.R.L.,+40745751570,,1,706,master_romania,,0
,4621,comercianti_cereale,,,27600902,,,0,,AGRODEPOZIT RDC SRL,+40786439678,,1,,master_romania,,0
,4621,comercianti_cereale,,,28952419,,,0,,AGRODIV NIKMAR SRL,+40723324785,,1,,master_romania,,0
Kolínská 1743,4621,comercianti_cereale,,,25677632,,,0,112,AGRO DUCA INTERNATIONAL SRL,+40735529203,,1,112,master_romania,,0
,4621,comercianti_cereale,,,38272282,,,0,,AGRODYNAMIC TIBCO SRL,+40742193405,,1,,master_romania,,0
,4621,comercianti_cereale,,,22881890,,,0,,AGRO ETAL SRL,+40256273101,,1,,master_romania,,0
,4621,comercianti_cereale,,,22566427,,,0,,AGRO EXPRES S.R.L.,+40728899055,,1,,master_romania,,0
,4621,comercianti_cereale,,,26073618,,,0,,AGROFAN STAR S.R.L.,+40722242776,,1,,master_romania,,0
,4621,comercianti_cereale,,,16011812,,,0,,AGROFARM SRL,+40722328852,,1,,master_romania,,0
,4621,comercianti_cereale,,,48009020,,,0,,AGROFERMA BUMBAS COOPERATIVA AGRICOLA,+40757831243,,1,,master_romania,,0
,4621,comercianti_cereale,,,46172950,,,0,,AGROFERMA DANI MOLDOVAN COOPERATIVA AGRICOLA,+40749547924,,1,,master_romania,,0
,4621,comercianti_cereale,,,48371615,,,0,,AGROFERMA ONACA COOPERATIVA AGRICOLA,+40748035000,,1,,master_romania,,0
,4621,comercianti_cereale,,,49879558,,,0,,AGROFERMA VIITORUL COOPERATIVA AGRICOLA,+40724005595,,1,,master_romania,,0
,4621,comercianti_cereale,,,23976581,,,0,,AGROFERY S.R.L.,+40747352763,,1,,master_romania,,0
,4621,comercianti_cereale,,,23300180,,,0,,AGROFIC S.R.L.,+40743616048,,1,,master_romania,,0
,4621,comercianti_cereale,,,52009606,,,0,,AGROFURAJE BANAT S.R.L.,+40725816585,,1,,master_romania,,0
